# Ionisation rate (morgan)
Te_eV,Kiz_m3s
19.200,7.216507e-14
19.250,7.239932e-14
19.300,7.263330e-14
19.350,7.286703e-14
19.400,7.310050e-14
19.450,7.333371e-14
19.500,7.356667e-14
19.550,7.379937e-14
19.600,7.403181e-14
19.650,7.426399e-14
19.700,7.449592e-14
19.750,7.472759e-14
19.800,7.495901e-14
19.850,7.519017e-14
19.900,7.542108e-14
19.950,7.565173e-14
20.000,7.588213e-14
