R=0.060000,L=0.100000,betai=0.700000,betag=0.300000,omega=85199992.765355,Nw=5.000000,Rcoil=2.000000,VGitter=1500.000000,sGitter=0.001500,Eexc=9.500000
n,nIm,nI2,nI,nIp,nI2p,te,tg,PRF,Q0,Jcl,IStrahl,Schub,Schubleistung,Schubneutral,Schubleistungneutral,ISpule,xi,zeta,gamma,eta
193989784840375168.000000,13856691100554532.000000,2641259824961003520.000000,14477676159723372544.000000,144227955106862304.000000,63618520056196888.000000,37527.984976,302.481222,153.576000,1.000000,125.246139,164.754727,11.372640,247.132090,0.000154,0.016555,7.231611,74053.202692,0.659477,0.616754,0.268410
201963740188105440.000000,13534068683345236.000000,2537593299924623360.000000,14363042169925419008.000000,150955212194963136.000000,64542596665588840.000000,37666.493696,302.799787,161.255000,1.000000,125.246139,171.740206,11.829790,257.610309,0.000153,0.016391,7.473326,73361.707856,0.653650,0.615035,0.278524
210312228293714176.000000,13175391374954486.000000,2435520609282268160.000000,14231802341524570112.000000,157816603773684704.000000,65671015918449472.000000,37806.835262,303.120515,169.318000,1.000000,125.246139,179.035113,12.309914,268.552670,0.000151,0.016210,7.725812,72703.814447,0.647479,0.613329,0.289224
218971014249868896.000000,12807521964860198.000000,2337019701234948608.000000,14082708106538221568.000000,164912063032209344.000000,66866463599737232.000000,37959.630151,303.441605,177.784000,1.000000,125.246139,186.672621,12.813063,280.008931,0.000149,0.016013,7.988802,72071.793924,0.641020,0.611663,0.300450
227929176192194240.000000,12431025885390776.000000,2241110037754052864.000000,13917597904441481216.000000,172264789267719584.000000,68095414407648856.000000,38125.156985,303.761780,186.673000,1.000000,125.246139,194.660534,13.339211,291.990801,0.000146,0.015801,8.262588,71458.416316,0.634278,0.610025,0.312187
237186145499904192.000000,12045259255916476.000000,2147991187490660608.000000,13735530136229902336.000000,179858739524411648.000000,69372665130469128.000000,38305.468155,304.079392,196.006000,1.000000,125.246139,203.009375,13.889319,304.514063,0.000144,0.015573,8.547688,70862.436482,0.627241,0.608408,0.324464
247111506044736800.000000,11645490026488022.000000,2058944772099226624.000000,13519408499597494272.000000,187875013040587360.000000,70881982913003016.000000,38510.274274,304.400446,205.807000,1.000000,125.246139,212.055343,14.487826,318.083015,0.000141,0.015312,8.848509,70395.892486,0.619565,0.607168,0.337891
257372709890761024.000000,11248033696656378.000000,1967725461324190464.000000,13292923936426432512.000000,196540945495665344.000000,72079797985651888.000000,38750.487779,304.724493,216.097000,1.000000,125.246139,221.684542,15.118743,332.526814,0.000139,0.015039,9.161268,69963.403314,0.611615,0.606122,0.351871
268156380199022656.000000,10887495568924114.000000,1877508181281328128.000000,13040402599202766848.000000,205727596293065696.000000,73316280448756528.000000,39019.125461,305.047223,226.902000,1.000000,125.246139,232.022969,15.795739,348.034454,0.000136,0.014738,9.483171,69615.407454,0.603659,0.605354,0.366861
279484138405053728.000000,10536760024883662.000000,1795949660022557952.000000,12747009556321785856.000000,215141843691400032.000000,74879055322458304.000000,39313.923105,305.354151,238.247000,1.000000,125.246139,243.018376,16.520405,364.527565,0.000132,0.014400,9.822007,69342.060209,0.595076,0.604759,0.383039
291092229182208384.000000,10172528026625100.000000,1715174389772680704.000000,12435399819267962880.000000,224820690514480128.000000,76444066874156624.000000,39642.592001,305.646215,250.159000,1.000000,125.246139,254.520492,17.278006,381.780737,0.000129,0.014041,10.175623,69068.612287,0.586090,0.604150,0.399938
302882752367298176.000000,9794954777390664.000000,1634325513211221504.000000,12109832982294859776.000000,234743019343753056.000000,77934689085684720.000000,40007.819105,305.920000,262.667000,1.000000,125.246139,266.485379,18.064547,399.728068,0.000125,0.013666,10.544709,68774.046236,0.576685,0.603467,0.417440
314915724765589312.000000,9403561086960230.000000,1555443067027251456.000000,11763977269007624192.000000,244790720030186336.000000,79528568732292560.000000,40398.929163,306.165848,275.801000,1.000000,125.246139,278.913156,18.882945,418.369734,0.000122,0.013268,10.932888,68466.272336,0.566615,0.602698,0.435691
326263870221991872.000000,9022242093220462.000000,1485666766983588096.000000,11424330423592916992.000000,254019518763375872.000000,81266594083268384.000000,40763.404714,306.355354,289.591000,1.000000,125.246139,290.714495,19.664313,436.071742,0.000118,0.012879,11.335312,67904.150928,0.556308,0.600936,0.453236
337741822834496384.000000,8637814259875868.000000,1420900473345397760.000000,11058298386467256320.000000,263118989719946208.000000,83260647574376896.000000,41170.092012,306.510174,304.070000,1.000000,125.246139,302.914858,20.476612,454.372287,0.000114,0.012463,11.756481,67342.146216,0.545451,0.599093,0.471602
349022479249055104.000000,8235382339145761.000000,1357484911943481856.000000,10680135051246528512.000000,271887043781350656.000000,85370815492031056.000000,41639.995643,306.633777,319.274000,1.000000,125.246139,315.307792,21.304874,472.961688,0.000110,0.012033,12.193358,66729.469207,0.534325,0.597002,0.490417
361578874492264128.000000,7764615072611620.000000,1291675742978213376.000000,10219045059511377920.000000,281039954469107904.000000,88303535187111552.000000,42274.439310,306.724297,335.238000,1.000000,125.246139,329.643479,22.274365,494.465219,0.000105,0.011513,12.668441,66443.750500,0.521267,0.595960,0.512757
373994759081047872.000000,7307731195831930.000000,1228186088018587648.000000,9728235519046473728.000000,289856077817228032.000000,91446413295672208.000000,43015.999321,306.760674,351.999000,1.000000,125.246139,344.546396,23.286828,516.819594,0.000100,0.010961,13.165355,66156.232702,0.507594,0.594858,0.536214
386431576796054336.000000,6926992296555441.000000,1168834568757370880.000000,9239390182812170240.000000,299456502447806720.000000,93902064970605184.000000,43688.295465,306.729370,369.599000,1.000000,125.246139,359.724400,24.304181,539.586601,0.000095,0.010411,13.675549,65758.501648,0.493990,0.593488,0.559407
397910575722494080.000000,6497343208444229.000000,1113856731181251712.000000,8756234620418129920.000000,307589916799951232.000000,96818003693141088.000000,44398.915293,306.636909,388.079000,1.000000,125.246139,374.176491,25.286092,561.264736,0.000090,0.009866,14.191418,65157.305059,0.481043,0.591218,0.582158
408704970214792704.000000,6048280774506071.000000,1066390339048672128.000000,8227269533754035200.000000,313758394719280512.000000,100994856861500064.000000,45280.014019,306.454139,407.483000,1.000000,125.246139,388.643629,26.297705,582.965444,0.000085,0.009276,14.750603,64537.146908,0.466038,0.588591,0.606384
419265724802396416.000000,5629227984921013.000000,1011734649630208000.000000,7710855325933413376.000000,320646331835427392.000000,104248615718593936.000000,46200.056668,306.219194,427.858000,1.000000,125.246139,403.603960,27.325907,605.405940,0.000080,0.008693,15.341168,63866.953333,0.449931,0.585920,0.630530
429244196896172352.000000,5176270468242585.000000,959565573994138112.000000,7180725854466903040.000000,326734345615838528.000000,107686123262323456.000000,47215.444397,305.907219,449.250000,1.000000,125.246139,418.605944,28.364286,627.908915,0.000074,0.008096,15.956259,63137.140280,0.433273,0.582934,0.655113
437818756042756800.000000,4709699776314695.000000,915307488079901184.000000,6619806309604786176.000000,329885974285273536.000000,112642481486110048.000000,48420.524724,305.483244,471.713000,1.000000,125.246139,432.844565,29.390885,649.266848,0.000069,0.007470,16.624800,62306.854593,0.414084,0.579199,0.680522
444236825960976256.000000,4299909940708636.500000,873797053741581824.000000,6135831626941077504.000000,331743143838865664.000000,116793537795121520.000000,49636.169471,305.059886,495.299000,1.000000,125.246139,445.107786,30.279592,667.661678,0.000064,0.006928,17.303950,61134.094121,0.395463,0.574108,0.702635
449660488527895744.000000,3881197248024248.500000,833141855510370560.000000,5638692054214923264.000000,331931970438877888.000000,121609714806252192.000000,51007.841157,304.575524,520.063000,1.000000,125.246139,456.967849,31.162937,685.451773,0.000059,0.006373,17.976588,59921.577933,0.378618,0.568599,0.725227
454495906950729088.000000,3564079612836633.500000,796505854289288960.000000,5172597286212163584.000000,332300653721458240.000000,125759328331077424.000000,52306.488282,304.057291,546.067000,1.000000,125.246139,468.179392,31.992735,702.269088,0.000054,0.005855,18.666157,58587.662997,0.361936,0.562566,0.746319
456976382850648192.000000,3299085426752015.500000,765680597228493696.000000,4738279358567197696.000000,329722763401576448.000000,130552704996317408.000000,53790.445013,303.532420,573.370000,1.000000,125.246139,477.374816,32.715845,716.062224,0.000050,0.005375,19.355154,57058.958911,0.346631,0.555333,0.765768
457287434241790912.000000,3044870720482581.000000,739287477757688448.000000,4347062324787553792.000000,324873097924539456.000000,135459206288992000.000000,55456.371374,303.021609,602.038000,1.000000,125.246139,484.672994,33.329112,727.009491,0.000046,0.004946,20.078512,55360.555930,0.330363,0.547017,0.783194
457575963878453760.000000,2755029772730930.000000,706921173135646080.000000,3959348820546762240.000000,319776508341100544.000000,140554492175355152.000000,57136.674701,302.463130,632.140000,1.000000,125.246139,491.803691,33.939882,737.705536,0.000042,0.004516,20.824582,53690.517863,0.313976,0.538533,0.800806
457372433557478528.000000,2552800584139014.500000,685587915459669248.000000,3671339456223878144.000000,316333429309930752.000000,143591805500551904.000000,58519.910274,302.022646,663.747000,1.000000,125.246139,497.374105,34.400356,746.061158,0.000039,0.004200,21.564510,51827.572352,0.299390,0.529195,0.813723
456980458865090688.000000,2351161109311854.000000,664466521370100352.000000,3379471403560302080.000000,313070679523813504.000000,146260939902072736.000000,59999.371936,301.559900,696.935000,1.000000,125.246139,503.189446,34.872430,754.784169,0.000036,0.003881,22.319206,50036.898976,0.285232,0.519926,0.826769
455213480194537472.000000,2131478578403812.750000,637105753453451904.000000,3120197150370253824.000000,308034952473094912.000000,149309945649216640.000000,61658.526407,301.130402,731.782000,1.000000,125.246139,507.709766,35.277432,761.564649,0.000034,0.003592,23.075609,48207.616765,0.272346,0.509973,0.838835
451678092560705088.000000,1935035989584879.250000,612994845963756800.000000,2879659125756259328.000000,300608385360431616.000000,153004744831340000.000000,63577.753187,300.719589,768.371000,1.000000,125.246139,510.611346,35.603934,765.917020,0.000031,0.003326,23.844150,46336.946338,0.260066,0.499201,0.849945
448624687291215168.000000,1784813676040425.000000,589596176666697728.000000,2677759203514665984.000000,295089243678419264.000000,155320257593016544.000000,65341.779449,300.359730,806.789000,1.000000,125.246139,513.643296,35.903328,770.464944,0.000029,0.003101,24.620927,44501.545672,0.248639,0.488486,0.859440
446239995110864256.000000,1664487367496216.000000,571691054504156928.000000,2484130257499801600.000000,290424832413236928.000000,157479651168945504.000000,66888.505134,299.992664,847.129000,1.000000,125.246139,516.524486,36.184293,774.786729,0.000027,0.002889,25.420936,42714.061506,0.237160,0.477699,0.868285
442936277635152832.000000,1551227765240292.500000,556870644215664000.000000,2320926455544254464.000000,284649124756778272.000000,159838380203754624.000000,68496.340575,299.675709,889.485000,1.000000,125.246139,518.083387,36.388664,777.125080,0.000026,0.002711,26.225982,40909.840814,0.226741,0.466292,0.875718
438054572982695488.000000,1408500009755408.000000,532258384994120960.000000,2167456197811844608.000000,278045432316282080.000000,161417640686157120.000000,70695.244360,299.387938,933.959000,1.000000,125.246139,519.807974,36.602120,779.711961,0.000024,0.002537,27.031797,39190.310937,0.217612,0.454996,0.883302
433697349626595904.000000,1294769660601540.750000,515152406065705728.000000,2002819100389618944.000000,270957681130779968.000000,164034430499231360.000000,72678.853892,299.053222,980.657000,1.000000,125.246139,520.766922,36.787858,781.150383,0.000022,0.002357,27.867214,37513.504528,0.208101,0.443381,0.890909
429494977529134848.000000,1209883993815955.250000,502562651078947200.000000,1870458998328950528.000000,264282767181370816.000000,166422095585035808.000000,74471.301487,298.774867,1029.690000,1.000000,125.246139,520.960459,36.914533,781.440689,0.000021,0.002213,28.710835,35850.163208,0.199456,0.431466,0.896954
426010618614521728.000000,1142097883925835.500000,486447244106650240.000000,1777783047899861504.000000,260906901914383328.000000,166245814361050144.000000,76214.652838,298.584658,1081.175000,1.000000,125.246139,522.649004,37.068467,783.973506,0.000020,0.002108,29.558005,34285.372164,0.191920,0.420328,0.901595
422264235147283840.000000,1071998213504924.750000,471440141321321664.000000,1687068443887375872.000000,257218915731311776.000000,166117289146299776.000000,78059.493682,298.395211,1135.233000,1.000000,125.246139,524.100553,37.210843,786.150830,0.000019,0.002005,30.428046,32778.171998,0.184426,0.409159,0.906093
417732075357751936.000000,995053940572661.250000,456757225338466624.000000,1590189956890544384.000000,251853263209470656.000000,166873868047274432.000000,80126.682752,298.187308,1191.995000,1.000000,125.246139,524.619907,37.323383,786.929861,0.000018,0.001897,31.312940,31311.709618,0.177429,0.397656,0.910817
412757031984663168.000000,905878636811086.500000,438275019066450560.000000,1491145684394754048.000000,245626360476616832.000000,168036551611522208.000000,82400.389775,297.964990,1251.595000,1.000000,125.246139,524.733984,37.426933,787.100976,0.000017,0.001783,32.216068,29903.403224,0.170758,0.386081,0.915841
407942565333151232.000000,843936305312212.250000,426000103768107520.000000,1415444575773713664.000000,239743611955924224.000000,169042889645443168.000000,84508.017108,297.793052,1314.175000,1.000000,125.246139,524.234778,37.482385,786.352167,0.000016,0.001698,33.147853,28521.621080,0.163901,0.374360,0.919574
